ID,Recipient,Amount,Currency
5461,Kristen Estes,5286.45,HKD
5462,Haley Jones,9185.34,NOK
5463,Joy Walker,767.18,NOK
5464,Ryan Perry,6772.88,ILS
5465,Manuel Lopez,8068.15,INR
5466,Vincent Nixon,5723.72,MXN
5467,Emma Campbell,2947.67,AUD
5468,Douglas Johnson,9488.39,ZAR
5469,Elizabeth Koch,1563.17,JPY
5470,Patrick Obrien,3812.97,HKD
5471,Timothy Keith,8204.57,MXN
5472,Rachel Ramirez,3392.33,ZAR
5473,Mrs. Melinda Barnes,8204.83,CHF
5474,Seth Murphy,9139.63,MXN
5475,Michael Beard,1116.56,MXN
5476,Robert Neal,8086.6,ILS
5477,Pamela Nguyen,1141.22,HKD
5478,Gregory Perkins,3712.81,CAD
5479,James Carr,5581.18,MXN
5480,Megan Edwards,1537.14,BRL
5481,Brian Raymond,2985.03,USD
5482,Tracy Carney,527.27,PLN
5483,Collin Stewart,4553.54,EUR
5484,James Kennedy,6560.06,DKK
5485,Oscar Hatfield,8575.65,ILS
5486,Tommy Scott,6923.82,BRL
5487,Alisha Gonzalez,5809.28,NZD
5488,Megan Chan,2468.36,JPY
5489,Susan Long,5943.24,AUD
5490,Donna Hernandez,4901.92,BRL
5491,Candace Bradley DDS,3830.22,SGD
5492,Bryan Massey,5337.54,CAD
5493,Herbert Cox,1853.57,BRL
5494,Kaitlyn Walker,7006.7,NZD
5495,Brian Sheppard,2767.56,CAD
5496,Andrew Collins,6627.49,EUR
5497,Kim Herrera,7190.64,CHF
5498,Kendra Franklin,7955.45,KRW
5499,Hannah Hardin,384.39,DKK
5500,James Vasquez,4724.86,EUR
5501,Matthew Leblanc,3245.74,AUD
5502,Mark Wagner,8256.2,AUD
5503,Curtis Mccoy,8949.19,NOK
5504,Jennifer Johnson,8691.97,HKD
5505,Shawn Arroyo,547.83,GBP
5506,Karen Watson,6482.12,BRL
5507,Gregory Abbott,7242.92,DKK
5508,Melanie Reed,9246.74,SGD
5509,Jessica Torres,6197.05,GBP
5510,Kathleen Nelson,2097.12,JPY
5511,Catherine Douglas,1337.12,NOK
5512,Jeffrey Myers,9911.2,PLN
5513,Cassandra Lynch,7457.52,KRW
5514,Theresa Pace,7255.1,NOK
5515,Carlos Escobar,6443.94,SEK
5516,Lisa Miles,7333.83,HKD
5517,Sheila Jones,8087.6,NZD
5518,Tyler Frazier,3329.08,PLN
5519,Peggy West,5858.42,NZD
5520,Rachel Anderson,3518.38,CAD
5521,Donna Sherman,4379.95,NZD
5522,Tyler Walsh,5147.93,BRL
5523,Stephen Perez,8601.72,KRW
5524,Ronald Moyer,4889.74,ZAR
5525,Dakota Nguyen,5111.1,KRW
5526,Sarah Johnson,2958.24,CAD
5527,Alexa Nguyen,3935.04,ILS
5528,Amy Patton,683.62,CAD
5529,Maria Cooper,1063.56,SGD
5530,Anthony Taylor,7353.78,HKD
5531,Gary Davis,5047.35,INR
5532,Denise Adams,539.89,KRW
5533,Tracy Murray,1205.96,AUD
5534,Kimberly Riley,3828.46,ZAR
5535,Robert Foley,8327.48,AUD
5536,Michelle Mclean,7940.4,MXN
5537,Lindsey Wright,2340.26,PLN
5538,Michael Vasquez,1153.73,CHF
5539,Clifford Smith,6618.46,ZAR
5540,Larry Thompson,9267.95,ZAR
5541,Tyler Martinez,1206.56,DKK
5542,Anna Whitaker,1851.6,MXN
5543,Brittney Harris,8844.35,EUR
5544,Dustin Carter,9029.47,JPY
5545,John Garcia,2035.47,CAD
5546,Angela Campbell,9736.08,ILS
5547,Matthew Phillips,7448.15,NZD
5548,Courtney Smith,253.58,PLN
5549,Maurice Rodriguez,6749.1,JPY
5550,Mary Gallagher,2932.49,INR
5551,Sarah Hernandez,6055.65,PLN
5552,Elizabeth Cole,900.44,NOK
5553,John Garcia,5749.02,NOK
5554,Gary Allen,3569.66,MXN
5555,Lee Jacobson,7726.96,DKK
5556,Zachary Hanson,7451.33,MXN
5557,Christina Giles,4175.68,DKK
5558,Christina Glass,8916.86,CAD
5559,Kenneth Mitchell,6139.55,GBP
5560,Lindsey Livingston,9750.92,SEK
5561,Danielle Estrada,6297.62,SGD
5562,Susan Mccormick,7397.07,INR
5563,Peggy Norton,5078.55,CHF
5564,Jenna Dunn,2573.61,AUD
5565,Cathy Taylor,2018.0,ILS
5566,Kimberly Marshall,909.5,SEK
5567,Grant Dixon,1619.25,DKK
5568,Dr. Sally Wolf,8981.89,AUD
5569,Chad Sharp,5755.03,EUR
5570,Michael Thomas,263.18,EUR
5571,Christopher George,386.58,NOK
5572,Jennifer Morales,3572.36,NOK
5573,Faith Montoya,1061.39,BRL
5574,Dylan Conner,9479.99,BRL
5575,Heather Wright,3212.67,CAD
5576,Tiffany Carter,538.92,INR
5577,Joyce Townsend,9099.0,KRW
5578,Amanda Hubbard,2882.45,SGD
5579,Patricia Rodriguez,8588.7,BRL
5580,Laurie Barajas,9143.4,ILS
5581,Matthew Garcia,1999.85,ZAR
5582,Debra Burke,2345.78,DKK
5583,James Benitez,2651.65,CAD
5584,Jason Mercer,5330.05,INR
5585,Kevin Hodge,9718.56,MXN
5586,Jonathan Barber,7321.58,NZD
5587,Margaret Davis,9383.48,SEK
5588,Meredith Green,9737.92,HKD
5589,Nicholas Christensen,8136.0,AUD
5590,Alan Burnett,2236.3,PLN
5591,Anthony Wilson,6986.12,AUD
5592,Sydney Allen,9297.61,JPY
5593,Anthony Brown,8786.98,AUD
5594,Paul Bradford,3542.37,JPY
5595,Mark Perez,7276.46,GBP
5596,William Fox,2312.25,ZAR
5597,Brian Griffin,7275.57,KRW
5598,Leslie White,2194.74,MXN
5599,Robin Martinez,637.11,SGD
5600,Patrick Harvey,1773.99,EUR
5601,Lisa Wright,9527.73,BRL
5602,Peter Montoya,4076.68,BRL
5603,Nancy Crawford,3445.42,GBP
5604,Melissa Rodriguez,9909.4,NOK
5605,Valerie Parker,16.52,EUR
5606,Anthony Evans,3073.13,EUR
5607,Paul Jones,4020.58,CHF
5608,Jennifer Kim,3909.19,JPY
5609,Gregory Glass,2271.56,KRW
5610,Ashley Kennedy,1493.83,INR
5611,Jaime Atkinson,8139.76,SGD
5612,Carlos Schroeder,8310.86,ZAR
5613,Bruce Vasquez,4861.01,JPY
5614,Sherry Wheeler,70.64,ZAR
5615,Michelle Dean,2148.05,BRL
5616,Justin Ford,26.73,ZAR
5617,Connor Miller,937.39,AUD
5618,Kathy Bowers,8543.77,NZD
5619,Stephen Salazar,1532.37,SGD
5620,Charles Jordan II,3479.52,ILS
5621,Ashley Perez,3823.51,HKD
5622,Jay Gill,5302.26,PLN
5623,Stephen Valentine,5612.76,NZD
5624,Bridget Ellis,7250.41,SEK
5625,Alicia Brown,6620.54,KRW
5626,Melissa Rodriguez,7984.48,SEK
5627,Elizabeth Franklin,7633.34,BRL
5628,Ricky Tucker,3148.66,SGD
5629,Rachael Johnson,4788.53,PLN
5630,Amanda Harrison,1439.68,NOK
5631,Richard Morris,6227.7,DKK
5632,Jessica Petersen,9765.47,HKD
5633,Cheryl Ballard,2739.55,AUD
5634,Kevin Webster,8778.58,CAD
5635,Dr. Kayla Smith,6270.32,KRW
5636,Kimberly Davis,9221.29,KRW
5637,Elizabeth Jackson,834.91,NOK
5638,Michael Huffman,6584.2,SEK
5639,Joel Hicks,5077.64,PLN
5640,Sarah Clark DDS,8358.38,AUD
5641,James Matthews,2768.98,ZAR
5642,Vincent Vazquez,8811.75,PLN
5643,Sabrina Clarke,5084.49,AUD
5644,Gary Wright,3905.74,INR
5645,Joshua Lee,8196.93,JPY
5646,Tammy Frederick,9479.87,INR
5647,Timothy Smith,6185.65,INR
5648,Jean Green,9154.45,KRW
5649,Dr. Brenda Adams,433.38,BRL
5650,Laura Sullivan,7452.9,DKK
5651,Elizabeth Rivera,3342.09,INR
5652,Mr. Jimmy Mitchell,846.19,JPY
5653,Dana Garcia,9861.96,ZAR
5654,Heather Alvarez,762.01,ILS
5655,Pamela Lucas,3909.0,MXN
5656,Wendy Lambert,3244.69,SEK
5657,Mr. Michael Young,5211.03,HKD
5658,Rodney Benson,3785.62,AUD
5659,Sarah Rodriguez,8588.21,SGD
5660,Debra Davis,1086.97,AUD
5661,Luis Myers,6256.02,ZAR
5662,Craig Butler,89.66,ILS
5663,Janice Smith,694.12,EUR
5664,Todd Rogers,8659.68,ZAR
5665,Kimberly Stanton,6120.38,INR
5666,Chelsea Logan,4237.73,INR
5667,Victoria Carpenter,4883.03,HKD
5668,Brenda Butler,1202.09,NOK
5669,Natalie Johnson,6775.08,DKK
5670,Jake Vang,6085.35,AUD
5671,Wesley Lewis,1742.41,AUD
5672,Meredith Taylor,7362.06,MXN
5673,Marvin Ford,2195.56,SEK
5674,David Smith,971.57,ZAR
5675,Teresa Hancock,1698.14,KRW
5676,Melanie Williams,2011.03,JPY
5677,Diana Wolfe,4676.74,DKK
5678,Jennifer Humphrey DDS,8170.27,EUR
5679,Monica Brown,5709.79,ZAR
5680,Bob Randolph,8985.34,GBP
5681,Teresa Pitts,2992.19,ILS
5682,David Mcdonald,426.99,GBP
5683,Jonathan Cannon,1399.89,NZD
5684,Claire Evans,8386.56,NOK
5685,Brianna Herrera,8014.71,SGD
5686,Jeffery Owens,4834.24,AUD
5687,Andrea Page MD,9586.8,EUR
5688,Michele Price,3487.51,INR
5689,Adam Riley,5768.83,EUR
5690,Carl Carter,9968.13,DKK
5691,Terry Cook,6907.65,EUR
5692,Catherine Wiley,7236.24,SGD
5693,Brittany Haney,9021.45,NZD
5694,Karen Wells,2614.25,USD
5695,Emily Alexander,177.0,EUR
5696,Gabriel Bradley,9512.24,NZD
5697,Desiree Williams,869.63,AUD
5698,Aaron Johnson,4596.25,USD
5699,Patricia Massey,6945.85,JPY
5700,Justin Barker,1182.23,NOK
5701,Ryan Moody,5229.12,EUR
5702,Michael Greer,7292.59,NOK
5703,Caroline Jones,814.55,USD
5704,Eric Patel,4677.34,HKD
5705,Tyler Kline,8743.88,NZD
5706,Daniel Howell,3223.68,JPY
5707,Sara Edwards,4401.56,HKD
5708,Danielle Hunter,8340.22,NZD
5709,Steven Wolf,8162.52,INR
5710,Michael Orozco,2632.54,USD
5711,Douglas Smith,829.27,ILS
5712,Neil Callahan,9900.55,EUR
5713,Shirley Walter,2291.72,DKK
5714,Nicholas Steele,1497.96,USD
5715,Nathan Ortega,6390.47,SGD
5716,Brandi Thornton,6954.41,CHF
5717,Mr. Timothy Shah Jr.,2693.25,SGD
5718,Charles Martin,9367.71,USD
5719,Steven Palmer,2134.78,KRW
5720,Becky Page,6417.06,JPY
5721,Michael Martinez,59.09,INR
5722,Kristin Black,3644.72,KRW
5723,Michelle Morgan,3381.64,HKD
5724,Fred Bautista,4310.97,INR
5725,Donna Dominguez DDS,1189.77,GBP
5726,Matthew Cameron,1354.02,ZAR
5727,Anna Nguyen,4597.91,MXN
5728,Hannah Wilson,9650.54,BRL
5729,Ryan Thompson,3921.13,GBP
5730,Larry Jones,9467.14,MXN
5731,Connor Watson,9759.45,BRL
5732,Tiffany Young,8478.86,MXN
5733,Anne Reeves,9015.91,INR
5734,Amy Jenkins,6572.49,GBP
5735,Gina Chung,8510.54,SGD
5736,Laura Casey,494.19,JPY
5737,Tiffany Townsend,7477.77,ZAR
5738,Cindy Johnson,5485.29,DKK
5739,Susan Rowland,9398.75,ZAR
5740,Tiffany Wood,5943.44,CAD
5741,Kara Lee,9149.63,JPY
5742,Michelle Farley,5942.92,SGD
5743,Robert Vincent,5641.48,BRL
5744,Lisa Howard,9645.2,MXN
5745,Taylor Sawyer,4380.42,CAD
5746,Sharon Obrien,5964.11,USD
5747,Elizabeth Smith,3356.8,ILS
5748,Michael Nunez,4234.05,ZAR
5749,Joseph Lopez,5061.19,NZD
5750,Emily Howard,6370.19,MXN
5751,Denise Clark MD,4272.0,CAD
5752,Danielle Sandoval,9942.73,MXN
5753,Alyssa Martinez,3920.36,HKD
5754,Michael Davis,8433.5,AUD
5755,Jason Mosley,8115.23,USD
5756,Steven Hartman,6717.31,SEK
5757,Zachary Carpenter,7292.11,BRL
5758,David Edwards,1150.4,ILS
5759,Brandon Martin,5983.67,ZAR
5760,Haley Thornton,2065.09,ILS
5761,Rachel Fowler,1091.81,DKK
5762,Steven Pugh,6016.99,ILS
5763,Erin Rodriguez,686.85,GBP
5764,Tamara Jones,7838.39,HKD
5765,Karen Wheeler,4071.0,CAD
5766,Andrea Thompson,9527.6,PLN
5767,Anita Shelton,1698.07,JPY
5768,Charles Hughes,7221.32,JPY
5769,Jerry Davis,6949.92,AUD
5770,Donna Gregory,8593.95,NOK
5771,Jamie Hale,3934.0,ZAR
5772,Jasmine Johnson,3117.47,BRL
5773,David Cummings,1035.17,ILS
5774,Michael Pierce,2820.21,MXN
5775,Joshua Bishop,8956.51,AUD
5776,Thomas Martinez,8766.75,ILS
5777,Robert Wagner,7701.72,NOK
5778,Melissa Clay,1108.43,KRW
5779,Nicole Scott,4321.22,CHF
5780,Alexis Wilson,8226.24,SGD
5781,Heather Craig,9072.51,MXN
5782,Amber Lucas,4439.98,USD
5783,Erin Elliott,4785.11,SGD
5784,Renee Martin,7386.45,NOK
5785,Jay Dean,5559.27,DKK
5786,Renee Henderson,4223.4,USD
5787,Cheryl Miller,4049.24,SGD
5788,Danielle Cooke,9708.91,USD
5789,Ronald Bowen,2443.61,HKD
5790,Melissa Jones,2822.32,MXN
5791,Andrew Knox,7684.14,SGD
5792,Matthew Garcia,6026.52,SGD
5793,Peter Duran,9257.94,BRL
5794,Lynn Jenkins,1590.98,KRW
5795,Andre Sanchez,5137.56,CAD
5796,Brenda Johnson,3491.28,CAD
5797,Cathy Garrett,5948.36,SGD
5798,Anthony Walls,2382.49,EUR
5799,Stanley Gonzalez,667.96,KRW
5800,Jamie Good,222.47,BRL
5801,John Chang,6692.22,PLN
5802,Elizabeth Sanchez,5857.38,EUR
5803,Jeffrey Hudson,2333.68,DKK
5804,Timothy Davis,6289.37,ILS
5805,Autumn Riley,3681.07,NZD
5806,Veronica Miller,9753.84,SEK
5807,Angela Silva,4115.74,EUR
5808,Ryan Perez,9661.68,DKK
5809,Alexis Harper,3460.77,JPY
5810,Kimberly Macdonald,8606.94,BRL
5811,Lauren Anderson,6064.87,USD
5812,Stephen Roberts,4771.7,SGD
5813,Michael Bennett,949.26,SGD
5814,Kimberly Hoffman,6052.28,PLN
5815,Mr. Christopher Gutierrez,3431.9,NZD
5816,Michelle Bender,2428.2,CHF
5817,Christine Phillips,3551.05,SEK
5818,Vincent Mitchell,1451.13,KRW
5819,Cindy Abbott,9351.2,ILS
5820,Melanie Velasquez,5952.08,ILS
5821,Michael Mccann,4866.35,HKD
5822,Kevin Yates,660.14,BRL
5823,Eric Lamb,4511.84,KRW
5824,Mary Young,5013.14,HKD
5825,Ariana Martinez,7778.63,NZD
5826,Jason Smith,1875.83,AUD
5827,Scott Kirk,7615.05,DKK
5828,Chelsea Mathis,9428.34,GBP
5829,Dominique Olson,7359.84,PLN
5830,Mark Pennington,7669.7,SGD
5831,Kelly Johnson MD,4422.11,DKK
5832,Linda Ballard,1134.71,ILS
5833,Angela Mitchell,4980.89,GBP
5834,Jill Perez,117.92,CAD
5835,James Gaines,5693.38,AUD
5836,Pedro Rodriguez,6431.33,AUD
5837,Julia Russell,7949.86,NOK
5838,Michael Walton,2705.18,JPY
5839,Leah Caldwell,194.08,SEK
5840,Katherine Mills,8386.62,ZAR
5841,Rebecca Simmons,7570.4,KRW
5842,Cynthia Baker,280.7,GBP
5843,Dawn Chase,5615.76,CHF
5844,Katherine Cummings,3911.48,SGD
5845,Sandra Wiley,7347.63,PLN
5846,Gerald Johnson,460.15,ILS
5847,William Valdez,9658.46,NOK
5848,Jason Moore,5678.2,DKK
5849,Jamie Mitchell,1373.97,JPY
5850,Carrie Garcia,4725.78,PLN
5851,Mary Mcknight,4644.95,NZD
5852,Carlos Rivera,1211.26,DKK
5853,Benjamin Washington,628.48,EUR
5854,William Nguyen,492.67,USD
5855,Danielle Cox,3930.21,NOK
5856,Nancy Martinez,6259.22,NZD
5857,Cassandra Scott,5905.91,KRW
5858,John Davies,8485.72,SEK
5859,Daniel Young,8330.01,GBP
5860,Jaime Ramos,2416.07,AUD
5861,Shelby Hall,3105.07,SGD
5862,Brenda Romero,5455.88,AUD
5863,Charles Fisher,6303.61,HKD
5864,Lisa Morgan,1712.89,EUR
5865,Michael Baxter,2865.81,ILS
5866,Jeffrey Rhodes,2970.21,EUR
5867,Amanda Ortiz,9458.59,KRW
5868,Jacob Anthony,6783.52,NOK
5869,Nathaniel Barnes,4920.98,INR
5870,Justin Edwards,9860.84,SEK
5871,Michael Harris,9844.48,GBP
5872,Audrey Armstrong,5357.81,MXN
5873,Anthony Williams,5939.88,NOK
5874,Stephen Baker,2594.34,JPY
5875,Todd Anderson,8498.92,KRW
5876,Elijah Stevens,7748.23,USD
5877,James Moore,3123.6,HKD
5878,Danielle Miller,9199.77,ILS
5879,Amber Guerrero,2676.77,CHF
5880,Brian Kelley,5163.71,AUD
5881,Sara Mccullough,8662.09,DKK
5882,Ryan Gilbert,2620.01,SEK
5883,Joseph Stewart,8578.26,SEK
5884,Daniel Sweeney,2316.12,MXN
5885,Alex Morgan,8734.73,AUD
5886,Sherry Andrews,5925.26,NOK
5887,Brandon Maldonado,357.71,NOK
5888,Stephanie Graves,7712.87,BRL
5889,Alicia Riggs,2266.6,CHF
5890,Megan Murphy,7238.33,INR
5891,Gabrielle Wong,8225.55,PLN
5892,Julia Moran,8729.96,DKK
5893,Benjamin Wagner,3284.27,NZD
5894,Holly Williams,8356.84,HKD
5895,Mackenzie Olson,9647.52,BRL
5896,Dr. Jesse Gomez,8290.25,ZAR
5897,Amy Erickson,4744.4,INR
5898,Mrs. Brooke Osborn DVM,318.12,DKK
5899,Robert Paul,3191.32,EUR
5900,Teresa Lynch,4577.62,KRW
5901,Kevin Mendoza,877.59,PLN
5902,Leah Mendoza,35.1,AUD
5903,Jessica Castro,6640.1,SGD
5904,Elizabeth Reese,3581.53,AUD
5905,Michelle Allen,1459.23,DKK
5906,Jennifer Harvey,8461.43,SGD
5907,Gary Huffman,732.11,SGD
5908,Erik Flores,6670.1,DKK
5909,Kathryn Smith,6329.81,AUD
5910,James Allen,6773.37,NZD
5911,Nathan Barnett,5701.92,KRW
5912,Michael Hernandez,3391.71,USD
5913,Michelle Goodwin,6034.66,SEK
5914,Donald Peters,6434.11,INR
5915,Kristi Jones,2950.46,CHF
5916,Hunter Romero,6367.61,ZAR
5917,Paige Duke,4755.52,CHF
5918,Brett Berry,3945.96,KRW
5919,Mary Moore,7617.47,NZD
5920,Joshua Freeman,4751.73,EUR
5921,Jessica Christian,7481.31,GBP
5922,Christian Mcneil,3600.18,ILS
5923,Stephanie Hansen,188.78,USD
5924,Dr. Donna Hall,71.96,SEK
5925,Bryce Williamson,1593.12,GBP
5926,Anne Drake,4104.46,SGD
5927,Chad Bradley,9628.67,CAD
5928,Elizabeth Rosario,2186.79,ZAR
5929,Michael Williams DDS,4810.37,NZD
5930,Cameron Fields,8369.17,SEK
5931,Lisa White,1547.7,SGD
5932,Kelly Galvan,4600.58,SGD
5933,Ashley Smith,8828.16,NOK
5934,Angela Vance,6856.35,INR
5935,Michael Farmer,3263.43,ILS
5936,Garrett Wells,4159.36,ZAR
5937,Lauren Krause,1851.31,INR
5938,Sylvia Hopkins,609.64,USD
5939,Karen Davis,5263.93,SEK
5940,Amy Ruiz,3388.47,PLN
5941,Veronica Arnold,3765.69,CHF
5942,Sean Nunez,2107.26,CAD
5943,Tina Campbell,29.21,KRW
5944,Priscilla Hines,3568.82,GBP
5945,Terrence Robinson,8405.32,CHF
5946,Sonia Potts,8.32,NZD
5947,Jamie Moss,826.74,HKD
5948,James Gay,6221.56,ZAR
5949,Amy Smith,6815.82,HKD
5950,Jeanette Robinson,6008.24,NOK
5951,Stephanie Lopez,5538.77,SGD
5952,Holly Padilla,5830.53,GBP
5953,Melissa Wright,5588.64,CAD
5954,James Carpenter,8556.05,INR
5955,Roberto Townsend,4369.76,NZD
5956,Patricia Torres,8872.79,CAD
5957,Briana Vargas,3000.27,USD
5958,Lauren Cabrera,5314.32,EUR
5959,Cindy Smith,7114.24,INR
5960,Danielle Miller,4732.1,GBP
5961,Steven Pham,7904.13,HKD
5962,Timothy Ponce,5384.18,GBP
5963,Diana Johnson,727.28,JPY
5964,Karen Liu,6581.04,USD
5965,Reginald Williams,9053.73,KRW
5966,Amy Miranda,9644.94,CHF
5967,Curtis Parker,886.12,ZAR
5968,Jerome Barber,6644.96,USD
5969,Greg Mason,8178.28,NOK
5970,Joshua Moore,3075.04,ZAR
5971,Crystal Mills,1692.4,NOK
5972,Karen Bright,6898.55,EUR
5973,Holly Shields,7141.99,ILS
5974,Anna Thomas,6854.69,MXN
5975,Steven Fowler,5367.61,AUD
5976,Jennifer Lawson,8744.26,CHF
5977,Deborah Barnes,8758.76,DKK
5978,Michael Gonzalez,5413.01,KRW
5979,Angela Hurst,2103.37,SGD
5980,Brian Holt,1610.3,HKD
5981,Melissa Price,8576.47,NOK
5982,Jessica Rose,7250.43,ILS
5983,Douglas Wilkins,4429.13,ILS
5984,Douglas Arias,4949.3,MXN
5985,Jacqueline Meyers,9239.03,CAD
5986,Susan Gilbert,2034.53,HKD
5987,Stephen Taylor,2195.45,USD
5988,Austin Gordon,2316.74,HKD
5989,Collin Stout DDS,1853.87,GBP
5990,Jay Smith,1988.63,USD
5991,John Sullivan,4503.9,KRW
5992,Brian Bennett,991.45,EUR
5993,Aaron Gallagher,851.88,PLN
5994,Randy Wilkinson,4073.72,GBP
5995,Teresa Ramirez DVM,6586.63,SGD
5996,Alicia Wiggins,859.21,SEK
5997,Jesse Miller,9385.79,INR
5998,Jessica Snyder,7474.03,NZD
5999,Clifford Woods,4157.14,DKK
6000,Amy Moore,9693.4,ZAR
6001,Tracy Dixon,8389.71,INR
6002,Calvin Gamble,3441.74,SGD
6003,Joanna Cochran,1361.88,PLN
6004,Kevin Cantrell,3289.48,MXN
6005,Troy Harrington,8458.35,JPY
6006,Tyrone Parker,292.69,SEK
6007,Douglas Matthews,5102.49,PLN
6008,Mary Frazier,9051.15,SEK
6009,Jenna Montoya,9619.74,DKK
6010,Sandra Allen,7428.9,ZAR
6011,Nathan Mayo,5407.54,DKK
6012,Virginia Hamilton,9404.9,EUR
6013,Susan King,3844.98,JPY
6014,Nicole Smith,2774.31,CAD
6015,Daniel Cowan,9560.91,HKD
6016,Steven Mason,2761.25,INR
6017,Cristian Smith,8010.75,MXN
6018,Rhonda French,2500.38,SGD
6019,Samantha Jacobs,8036.46,INR
6020,Patricia Nunez,4570.08,NZD
6021,Christopher Griffin,4571.78,CAD
6022,Matthew Taylor,6005.56,EUR
6023,Christina Tyler,4588.39,AUD
6024,Keith Mills,866.2,GBP
6025,Carrie Jones,1947.12,ZAR
6026,Julie Watkins,5524.25,HKD
6027,Kathleen French,3140.44,KRW
6028,Randall Buck,9399.31,JPY
6029,John Camacho,395.4,HKD
6030,Derek Williams,1068.89,EUR
6031,Robin Moore,2833.14,USD
6032,Matthew Castro,435.04,PLN
6033,David Kirk,4250.15,INR
6034,Ann West,138.01,NOK
6035,Debbie Hernandez,7828.59,SEK
6036,Michael Powell,5008.75,PLN
6037,Traci Evans,2879.2,DKK
6038,Spencer Craig,9601.17,KRW
6039,Alicia Robertson,5703.96,HKD
6040,Barbara James,4256.57,HKD
6041,Joseph Snow,1147.17,USD
6042,Julie Harris,439.97,GBP
6043,Deborah Henry,5744.77,GBP
6044,Heather Maxwell,941.1,BRL
6045,Adam Harris,1215.59,GBP
6046,Jose Bentley,8725.69,PLN
6047,Karla Cervantes,1664.14,PLN
6048,Rachel Rodriguez,5419.44,GBP
6049,Derek Griffith,3128.61,BRL
6050,David Brown,6560.44,SEK
6051,Gordon Camacho,2118.35,KRW
6052,David Allen,8375.89,HKD
6053,Sara Davis,9324.02,DKK
6054,Matthew Flowers,3477.93,USD
6055,Bonnie Rogers,8861.0,HKD
6056,Belinda Grant,3423.51,BRL
6057,Julie Burns,9435.92,SGD
6058,Joshua Gray,4726.92,SEK
6059,Kimberly Mueller,6829.76,AUD
6060,Adam Hoffman,3787.07,ILS
6061,Michael Munoz,5012.85,HKD
6062,Anne Sutton,4536.49,USD
6063,Amy Silva,6836.59,ILS
6064,Carolyn Jennings,4102.43,BRL
6065,James Wright,4270.35,JPY
6066,Susan Watts,3107.1,NZD
6067,Brian Horn,5502.22,CHF
6068,John Hahn,2090.79,HKD
6069,Cory Valdez,5327.89,MXN
6070,Laura Cook,8602.37,SEK
6071,Erica Parsons,2618.44,INR
6072,Karla Bailey,4731.53,ZAR
6073,Tracy Wallace,9329.97,KRW
6074,Megan Davis,9563.04,MXN
6075,Kelly Nolan,9278.54,USD
6076,Carmen Cisneros MD,4385.96,CHF
6077,Timothy Cantrell,7820.61,SGD
6078,Daniel Lewis,3479.25,BRL
6079,Janet Decker,5772.61,PLN
6080,Megan Murphy,135.73,ZAR
6081,Andrew Martinez,4907.21,SGD
6082,Stephanie Wallace,5436.54,BRL
6083,Sean Pena,4898.93,NZD
6084,Roberto Hart,5155.84,ZAR
6085,Anna Perez,4808.64,NZD
6086,John Clements,7760.16,PLN
6087,Jamie Herman,9091.93,BRL
6088,Todd Berry,7011.74,USD
6089,Susan Hall,4383.8,INR
6090,Kristy Cochran,6749.68,ILS
6091,Jill Thomas DDS,9710.27,CAD
6092,Amber Griffin,5478.2,HKD
6093,Shelley Chandler,8359.87,USD
6094,Alyssa Gonzalez,8696.38,NOK
6095,Suzanne Norton,1724.41,PLN
6096,Christopher Sutton,9453.71,SEK
6097,Ruth Lindsey,270.79,SEK
6098,Melissa Wong,2248.07,AUD
6099,Alex Pena,7422.88,NOK
6100,Christina Chandler,8346.19,CHF
6101,Anthony Brown,2634.53,NZD
6102,Jeremy Martin,9987.63,SGD
6103,Amanda Reed,8675.28,CAD
6104,John Munoz,7491.3,ILS
6105,Samantha Brady,4042.95,NZD
6106,Sean Pearson,6916.26,USD
6107,Laura Maxwell,2530.06,BRL
6108,Katherine Thomas,1797.32,NZD
6109,Craig Webb,9715.55,AUD
6110,Dana Acosta,4820.38,EUR
6111,Laura Rodriguez,560.66,DKK
6112,Richard Jordan,2865.74,KRW
6113,Jessica Flowers,7309.39,HKD
6114,Melinda Grant,3475.67,USD
6115,Kimberly Hunt,9451.76,ZAR
6116,Erica Jones,4896.09,DKK
6117,Andrew Graham,9899.29,CHF
6118,Kelly Martin,8110.63,NOK
6119,Robert Curtis,5599.72,CAD
6120,Shelby Russell,339.87,EUR
6121,Eric Lopez,1337.67,GBP
6122,Michael Padilla,4617.83,EUR
6123,Rodney Singh,4013.75,MXN
6124,Edward Frazier,7223.07,NZD
6125,Laurie Scott,3480.48,NZD
6126,Richard Baker,5546.0,AUD
6127,Yvonne Stokes,9553.7,MXN
6128,Michael Henson,9090.32,PLN
6129,Natasha Leonard,1295.4,PLN
6130,Paul Mckee,1467.02,BRL
6131,Jackson Sharp DVM,8161.81,BRL
6132,Amanda Tanner,771.36,SGD
6133,April Graham,7383.14,MXN
6134,Austin Morrison,3615.67,SGD
6135,David Silva,286.23,CHF
6136,Tristan Taylor,7310.78,DKK
6137,Mrs. Lauren Campos,438.57,GBP
6138,Katherine Krueger,2716.01,USD
6139,Oscar Allison,6978.5,SGD
6140,Karina Potter,2778.41,SEK
6141,Jacob Cantu,3990.4,DKK
6142,Chris Kelly,7349.15,HKD
6143,Randall Hall,3444.95,NZD
6144,Brian Jones,1796.52,SGD
6145,Alexandra Turner,7161.3,ILS
6146,Michelle Phillips,3060.31,DKK
6147,Paige Cameron,507.32,INR
6148,Betty Taylor,2102.72,NZD
